"","presence","year","julianday","tideangle_deg","mh","mon","Per2","Per4","Time6","Tide4"
"3089",1,2010,131,217,18,5,"MayJun","MayJun1","PM1","3"
"12511",1,2011,162,37,9,6,"MayJun","MayJun3","AM2","1"
"1112",0,2010,48,167,8,2,"RestOfYear","RestOfYear","AM2","3"
"3092",1,2010,131,302,21,5,"MayJun","MayJun1","PM2","4"
"30449",0,2014,17,176,7,1,"RestOfYear","RestOfYear","AM2","3"
"46546",1,2015,333,14,3,11,"RestOfYear","RestOfYear","AM1","1"
"16932",0,2011,355,1,9,12,"RestOfYear","RestOfYear","AM2","1"
"23849",0,2013,104,130,7,4,"RestOfYear","RestOfYear","AM2","2"
"39351",0,2015,30,307,7,2,"RestOfYear","RestOfYear","AM2","4"
"24617",0,2013,136,92,7,5,"MayJun","MayJun1","AM2","2"
"7880",0,2010,333,89,9,11,"RestOfYear","RestOfYear","AM2","2"
"7263",0,2010,307,171,16,11,"RestOfYear","RestOfYear","PM1","3"
"11017",0,2011,100,324,3,4,"RestOfYear","RestOfYear","AM1","1"
"25602",1,2013,177,165,8,6,"MayJun","MayJun3","AM2","3"
"1660",0,2010,72,135,4,3,"RestOfYear","RestOfYear","AM1","2"
"25623",0,2013,178,56,5,6,"MayJun","MayJun3","AM1","2"
"5011",1,2010,212,123,20,7,"RestOfYear","RestOfYear","PM2","2"
"40590",0,2015,81,233,22,3,"RestOfYear","RestOfYear","PM2","4"
"21506",0,2012,245,169,19,9,"RestOfYear","RestOfYear","PM2","3"
"1563",0,2010,68,233,3,3,"RestOfYear","RestOfYear","AM1","4"
"13796",0,2011,216,179,22,8,"RestOfYear","RestOfYear","PM2","3"
"15325",0,2011,280,153,15,10,"RestOfYear","RestOfYear","PM1","3"
"29533",0,2013,344,274,3,12,"RestOfYear","RestOfYear","AM1","4"
"23507",1,2012,330,175,4,11,"RestOfYear","RestOfYear","AM1","3"
"40331",1,2015,71,328,3,3,"RestOfYear","RestOfYear","AM1","1"
"14277",1,2011,236,78,23,8,"RestOfYear","RestOfYear","MNight","2"
"1369",0,2010,59,33,1,2,"RestOfYear","RestOfYear","MNight","1"
"25752",0,2013,183,187,14,7,"RestOfYear","RestOfYear","MDay","3"
"9079",0,2011,18,268,8,1,"RestOfYear","RestOfYear","AM2","4"
"25176",0,2013,159,46,14,6,"MayJun","MayJun2","MDay","2"
"18367",1,2012,113,318,24,4,"RestOfYear","RestOfYear","MNight","1"
"32544",0,2014,106,54,15,4,"RestOfYear","RestOfYear","PM1","2"
"44347",0,2015,240,20,12,8,"RestOfYear","RestOfYear","MDay","1"
"14473",0,2011,245,356,3,9,"RestOfYear","RestOfYear","AM1","1"
"29709",0,2013,351,315,11,12,"RestOfYear","RestOfYear","MDay","4"
"26194",0,2013,202,17,24,7,"RestOfYear","RestOfYear","MNight","1"
"27897",1,2013,274,28,23,10,"RestOfYear","RestOfYear","MNight","1"
"19308",1,2012,153,231,5,6,"MayJun","MayJun2","AM1","4"
"1166",0,2010,50,312,14,2,"RestOfYear","RestOfYear","MDay","4"
"40387",0,2015,73,148,11,3,"RestOfYear","RestOfYear","MDay","3"
"30822",0,2014,32,186,20,2,"RestOfYear","RestOfYear","PM2","3"
"4903",1,2010,208,199,8,7,"RestOfYear","RestOfYear","AM2","3"
"44961",0,2015,266,207,2,9,"RestOfYear","RestOfYear","MNight","3"
"38334",1,2014,352,10,22,12,"RestOfYear","RestOfYear","PM2","1"
"19643",1,2012,167,199,4,6,"MayJun","MayJun3","AM1","3"
"30399",0,2014,15,147,5,1,"RestOfYear","RestOfYear","AM1","3"
"42352",0,2015,156,205,9,6,"MayJun","MayJun2","AM2","3"
"17601",0,2012,18,326,6,1,"RestOfYear","RestOfYear","AM1","1"
"10088",0,2011,61,282,9,3,"RestOfYear","RestOfYear","AM2","4"
"2555",0,2010,109,258,12,4,"RestOfYear","RestOfYear","MDay","4"
"39017",0,2015,16,17,9,1,"RestOfYear","RestOfYear","AM2","1"
"28529",0,2013,301,4,7,10,"RestOfYear","RestOfYear","AM2","1"
"32050",0,2014,83,164,24,3,"RestOfYear","RestOfYear","MNight","3"
"18961",1,2012,138,225,18,5,"MayJun","MayJun1","PM1","3"
"9408",0,2011,32,48,1,2,"RestOfYear","RestOfYear","MNight","2"
"11891",1,2011,136,51,13,5,"MayJun","MayJun1","MDay","2"
"34577",1,2014,192,263,8,7,"RestOfYear","RestOfYear","AM2","4"
"12222",1,2011,150,275,8,5,"MayJun","MayJun2","AM2","4"
"408",0,2010,18,281,24,1,"RestOfYear","RestOfYear","MNight","4"
"18810",1,2012,132,200,11,5,"MayJun","MayJun1","MDay","3"
"2766",0,2010,118,209,7,4,"RestOfYear","RestOfYear","AM2","3"
"46695",0,2015,339,15,8,12,"RestOfYear","RestOfYear","AM2","1"
"40743",0,2015,88,19,8,3,"RestOfYear","RestOfYear","AM2","1"
"47298",1,2015,364,218,11,12,"RestOfYear","RestOfYear","MDay","3"
"33714",0,2014,155,137,9,6,"MayJun","MayJun2","AM2","3"
"42056",0,2015,144,251,1,5,"MayJun","MayJun2","MNight","4"
"5432",1,2010,230,66,9,8,"RestOfYear","RestOfYear","AM2","2"
"38427",0,2014,356,189,19,12,"RestOfYear","RestOfYear","PM2","3"
"17626",0,2012,19,317,7,1,"RestOfYear","RestOfYear","AM2","1"
"33283",1,2014,137,236,10,5,"MayJun","MayJun1","AM2","4"
"37592",0,2014,317,186,23,11,"RestOfYear","RestOfYear","MNight","3"
"7561",1,2010,320,186,2,11,"RestOfYear","RestOfYear","MNight","3"
"44153",0,2015,232,190,10,8,"RestOfYear","RestOfYear","AM2","3"
"22557",0,2012,289,54,14,10,"RestOfYear","RestOfYear","MDay","2"
"12102",1,2011,145,60,8,5,"MayJun","MayJun2","AM2","2"
"40843",0,2015,92,18,12,4,"RestOfYear","RestOfYear","MDay","1"
"2739",1,2010,117,139,4,4,"RestOfYear","RestOfYear","AM1","3"
"10668",0,2011,85,230,13,3,"RestOfYear","RestOfYear","MDay","4"
"10436",0,2011,75,333,21,3,"RestOfYear","RestOfYear","PM2","1"
"13646",1,2011,210,132,16,7,"RestOfYear","RestOfYear","PM1","2"
"3833",0,2010,162,191,18,6,"MayJun","MayJun3","PM1","3"
"26177",0,2013,202,244,7,7,"RestOfYear","RestOfYear","AM2","4"
"34177",0,2014,174,192,16,6,"MayJun","MayJun3","PM1","3"
"40214",0,2015,66,136,6,3,"RestOfYear","RestOfYear","AM1","3"
"45411",0,2015,285,224,20,10,"RestOfYear","RestOfYear","PM2","3"
"33756",0,2014,157,265,3,6,"MayJun","MayJun2","AM1","4"
"2090",0,2010,90,58,3,3,"RestOfYear","RestOfYear","AM1","2"
"8687",0,2011,1,44,24,1,"RestOfYear","RestOfYear","MNight","1"
"39987",0,2015,56,50,19,2,"RestOfYear","RestOfYear","PM2","2"
"44996",0,2015,267,115,13,9,"RestOfYear","RestOfYear","MDay","2"
"46191",0,2015,318,186,8,11,"RestOfYear","RestOfYear","AM2","3"
"31734",1,2014,70,327,20,3,"RestOfYear","RestOfYear","PM2","1"
"29576",0,2013,345,72,22,12,"RestOfYear","RestOfYear","PM2","2"
"10442",1,2011,76,140,3,3,"RestOfYear","RestOfYear","AM1","3"
"28427",0,2013,297,291,1,10,"RestOfYear","RestOfYear","MNight","4"
"42295",0,2015,153,342,24,6,"MayJun","MayJun2","MNight","1"
"14535",0,2011,247,2,17,9,"RestOfYear","RestOfYear","PM1","1"
"24900",1,2013,148,339,2,5,"MayJun","MayJun2","MNight","1"
"30713",1,2014,28,273,7,1,"RestOfYear","RestOfYear","AM2","4"
"44250",0,2015,236,121,11,8,"RestOfYear","RestOfYear","MDay","2"
"21049",0,2012,226,261,18,8,"RestOfYear","RestOfYear","PM1","4"
"13161",0,2011,190,136,11,7,"RestOfYear","RestOfYear","MDay","3"
"5735",0,2010,242,243,24,8,"RestOfYear","RestOfYear","MNight","4"
"15962",1,2011,314,315,23,11,"RestOfYear","RestOfYear","MNight","4"
"43689",0,2015,213,40,2,8,"RestOfYear","RestOfYear","MNight","1"
"8113",1,2010,343,342,2,12,"RestOfYear","RestOfYear","MNight","1"
"32282",0,2014,95,21,17,4,"RestOfYear","RestOfYear","PM1","1"
"29180",0,2013,329,146,10,11,"RestOfYear","RestOfYear","AM2","3"
"3090",1,2010,131,246,19,5,"MayJun","MayJun1","PM2","4"
"14005",1,2011,225,71,15,8,"RestOfYear","RestOfYear","PM1","2"
"20564",0,2012,206,274,13,7,"RestOfYear","RestOfYear","MDay","4"
"27706",0,2013,266,263,24,9,"RestOfYear","RestOfYear","MNight","4"
"19432",1,2012,158,218,9,6,"MayJun","MayJun2","AM2","3"
"27676",0,2013,265,105,18,9,"RestOfYear","RestOfYear","PM1","2"
"22679",0,2012,294,7,16,10,"RestOfYear","RestOfYear","PM1","1"
"36347",1,2014,266,68,2,9,"RestOfYear","RestOfYear","MNight","2"
"14773",0,2011,257,39,15,9,"RestOfYear","RestOfYear","PM1","1"
"45874",1,2015,305,344,3,11,"RestOfYear","RestOfYear","AM1","1"
"40277",1,2015,68,186,21,3,"RestOfYear","RestOfYear","PM2","3"
"38436",0,2014,357,88,4,12,"RestOfYear","RestOfYear","AM1","2"
"13544",0,2011,206,78,10,7,"RestOfYear","RestOfYear","AM2","2"
"31085",0,2014,43,228,19,2,"RestOfYear","RestOfYear","PM2","4"
"12078",0,2011,144,85,8,5,"MayJun","MayJun2","AM2","2"
"30962",0,2014,38,298,16,2,"RestOfYear","RestOfYear","PM1","4"
"25092",0,2013,156,116,2,6,"MayJun","MayJun2","MNight","2"
"29523",0,2013,343,337,17,12,"RestOfYear","RestOfYear","PM1","1"
"23810",0,2013,102,66,16,4,"RestOfYear","RestOfYear","PM1","2"
"38630",0,2014,365,298,6,12,"RestOfYear","RestOfYear","AM1","4"
"3461",0,2010,147,187,6,5,"MayJun","MayJun2","AM1","3"
"35406",1,2014,226,165,21,8,"RestOfYear","RestOfYear","PM2","3"
"5726",0,2010,242,343,15,8,"RestOfYear","RestOfYear","PM1","1"
"31690",0,2014,68,154,24,3,"RestOfYear","RestOfYear","MNight","3"
"9931",0,2011,54,113,20,2,"RestOfYear","RestOfYear","PM2","2"
"9928",1,2011,54,26,17,2,"RestOfYear","RestOfYear","PM1","1"
"24183",0,2013,118,92,5,4,"RestOfYear","RestOfYear","AM1","2"
"14819",0,2011,259,311,13,9,"RestOfYear","RestOfYear","MDay","4"
"22069",0,2012,269,294,6,9,"RestOfYear","RestOfYear","AM1","4"
"2869",1,2010,122,327,14,5,"MayJun","MayJun1","MDay","1"
"14894",0,2011,262,352,16,9,"RestOfYear","RestOfYear","PM1","1"
"35536",0,2014,232,321,7,8,"RestOfYear","RestOfYear","AM2","1"
"6111",0,2010,258,309,16,9,"RestOfYear","RestOfYear","PM1","4"
"10044",0,2011,59,110,13,2,"RestOfYear","RestOfYear","MDay","2"
"20081",1,2012,185,302,10,7,"RestOfYear","RestOfYear","AM2","4"
"16146",1,2011,322,284,15,11,"RestOfYear","RestOfYear","PM1","4"
"19240",1,2012,150,90,9,5,"MayJun","MayJun2","AM2","2"
"19500",0,2012,161,36,5,6,"MayJun","MayJun3","AM1","1"
"9861",0,2011,51,234,22,2,"RestOfYear","RestOfYear","PM2","4"
"28242",0,2013,289,291,8,10,"RestOfYear","RestOfYear","AM2","4"
"8040",1,2010,340,18,1,12,"RestOfYear","RestOfYear","MNight","1"
"46618",0,2015,336,311,3,12,"RestOfYear","RestOfYear","AM1","4"
"5989",0,2010,253,7,14,9,"RestOfYear","RestOfYear","MDay","1"
"17734",1,2012,23,191,19,1,"RestOfYear","RestOfYear","PM2","3"
"23553",1,2012,332,76,2,11,"RestOfYear","RestOfYear","MNight","2"
"37479",0,2014,313,126,6,11,"RestOfYear","RestOfYear","AM1","2"
"41522",1,2015,121,239,19,4,"MayJun","MayJun1","PM2","4"
"22875",0,2012,302,241,20,10,"RestOfYear","RestOfYear","PM2","4"
"24131",0,2013,116,18,1,4,"RestOfYear","RestOfYear","MNight","1"
"38391",0,2014,355,221,7,12,"RestOfYear","RestOfYear","AM2","3"
"27233",0,2013,247,218,7,9,"RestOfYear","RestOfYear","AM2","3"
"8285",0,2010,350,298,6,12,"RestOfYear","RestOfYear","AM1","4"
"16095",1,2011,320,252,12,11,"RestOfYear","RestOfYear","MDay","4"
"45164",0,2015,274,309,13,10,"RestOfYear","RestOfYear","MDay","4"
"10519",0,2011,79,221,8,3,"RestOfYear","RestOfYear","AM2","3"
"14261",1,2011,236,340,7,8,"RestOfYear","RestOfYear","AM2","1"
"28343",0,2013,293,351,13,10,"RestOfYear","RestOfYear","MDay","1"
"41772",0,2015,132,305,5,5,"MayJun","MayJun1","AM1","4"
"38685",0,2015,2,74,13,1,"RestOfYear","RestOfYear","MDay","2"
"19559",1,2012,163,303,16,6,"MayJun","MayJun3","PM1","4"
"14837",1,2011,260,122,7,9,"RestOfYear","RestOfYear","AM2","2"
"33903",1,2014,163,195,6,6,"MayJun","MayJun3","AM1","3"
"21403",1,2012,241,59,12,8,"RestOfYear","RestOfYear","MDay","2"
"43789",0,2015,217,66,6,8,"RestOfYear","RestOfYear","AM1","2"
"3521",1,2010,149,130,18,5,"MayJun","MayJun2","PM1","2"
"32408",0,2014,100,42,23,4,"RestOfYear","RestOfYear","MNight","1"
"12787",0,2011,173,110,21,6,"MayJun","MayJun3","PM2","2"
"31747",0,2014,71,319,9,3,"RestOfYear","RestOfYear","AM2","1"
"46785",0,2015,343,98,2,12,"RestOfYear","RestOfYear","MNight","2"
"22626",0,2012,292,265,11,10,"RestOfYear","RestOfYear","MDay","4"
"15244",0,2011,277,19,6,10,"RestOfYear","RestOfYear","AM1","1"
"30793",0,2014,31,68,15,2,"RestOfYear","RestOfYear","PM1","2"
"28759",0,2013,310,197,21,11,"RestOfYear","RestOfYear","PM2","3"
"361",0,2010,17,342,1,1,"RestOfYear","RestOfYear","MNight","1"
"17778",0,2012,25,31,15,1,"RestOfYear","RestOfYear","PM1","1"
"17351",0,2012,7,258,20,1,"RestOfYear","RestOfYear","PM2","4"
"30632",0,2014,24,124,22,1,"RestOfYear","RestOfYear","PM2","2"
"35256",1,2014,220,137,15,8,"RestOfYear","RestOfYear","PM1","3"
"7061",0,2010,299,121,6,10,"RestOfYear","RestOfYear","AM1","2"
"43307",0,2015,197,102,4,7,"RestOfYear","RestOfYear","AM1","2"
"45437",0,2015,286,269,22,10,"RestOfYear","RestOfYear","PM2","4"
"36249",0,2014,261,112,24,9,"RestOfYear","RestOfYear","MNight","2"
"36658",0,2014,279,92,1,10,"RestOfYear","RestOfYear","MNight","2"
"47035",0,2015,353,163,12,12,"RestOfYear","RestOfYear","MDay","3"
"5433",1,2010,230,95,10,8,"RestOfYear","RestOfYear","AM2","2"
"13100",1,2011,187,169,22,7,"RestOfYear","RestOfYear","PM2","3"
"44547",0,2015,248,73,20,9,"RestOfYear","RestOfYear","PM2","2"
"14208",0,2011,234,255,2,8,"RestOfYear","RestOfYear","MNight","4"
"4956",1,2010,210,312,13,7,"RestOfYear","RestOfYear","MDay","4"
"7921",0,2010,335,189,2,12,"RestOfYear","RestOfYear","MNight","3"
"4002",1,2010,169,53,19,6,"MayJun","MayJun3","PM2","2"
"17100",0,2011,362,178,9,12,"RestOfYear","RestOfYear","AM2","3"
"18066",0,2012,37,105,15,2,"RestOfYear","RestOfYear","PM1","2"
"38278",1,2014,350,187,14,12,"RestOfYear","RestOfYear","MDay","3"
"7943",1,2010,335,100,24,12,"RestOfYear","RestOfYear","MNight","2"
"17368",0,2012,8,34,13,1,"RestOfYear","RestOfYear","MDay","1"
"9302",0,2011,27,266,15,1,"RestOfYear","RestOfYear","PM1","4"
"34788",0,2014,201,253,3,7,"RestOfYear","RestOfYear","AM1","4"
"6072",0,2010,257,265,1,9,"RestOfYear","RestOfYear","MNight","4"
"21883",0,2012,261,324,12,9,"RestOfYear","RestOfYear","MDay","1"
"21942",0,2012,263,245,23,9,"RestOfYear","RestOfYear","MNight","4"
"7484",1,2010,316,132,21,11,"RestOfYear","RestOfYear","PM2","2"
"9071",0,2011,17,37,24,1,"RestOfYear","RestOfYear","MNight","1"
"8510",0,2010,359,346,15,12,"RestOfYear","RestOfYear","PM1","1"
"3386",0,2010,144,173,3,5,"MayJun","MayJun2","AM1","3"
"26321",1,2013,208,101,7,7,"RestOfYear","RestOfYear","AM2","2"
"11933",1,2011,138,187,7,5,"MayJun","MayJun1","AM2","3"
"16162",0,2011,323,26,7,11,"RestOfYear","RestOfYear","AM2","1"
"17494",0,2012,13,112,19,1,"RestOfYear","RestOfYear","PM2","2"
"17389",0,2012,9,287,10,1,"RestOfYear","RestOfYear","AM2","4"
"40921",0,2015,95,143,18,4,"RestOfYear","RestOfYear","PM1","3"
"21383",0,2012,240,206,16,8,"RestOfYear","RestOfYear","PM1","3"
"37850",0,2014,328,102,17,11,"RestOfYear","RestOfYear","PM1","2"
"7054",1,2010,298,271,23,10,"RestOfYear","RestOfYear","MNight","4"
"17910",0,2012,31,291,3,2,"RestOfYear","RestOfYear","AM1","4"
"39029",0,2015,16,3,21,1,"RestOfYear","RestOfYear","PM2","1"
"9108",0,2011,19,30,13,1,"RestOfYear","RestOfYear","MDay","1"
"44161",0,2015,232,65,18,8,"RestOfYear","RestOfYear","PM1","2"
"14260",1,2011,236,311,6,8,"RestOfYear","RestOfYear","AM1","4"
"24532",0,2013,132,119,18,5,"MayJun","MayJun1","PM1","2"
"37659",1,2014,320,302,18,11,"RestOfYear","RestOfYear","PM1","4"
"41152",0,2015,106,308,9,4,"RestOfYear","RestOfYear","AM2","4"
"36925",1,2014,290,278,4,10,"RestOfYear","RestOfYear","AM1","4"
"40",0,2010,3,49,16,1,"RestOfYear","RestOfYear","PM1","2"
"14643",0,2011,252,199,5,9,"RestOfYear","RestOfYear","AM1","3"
"26327",1,2013,208,274,13,7,"RestOfYear","RestOfYear","MDay","4"
"7764",1,2010,328,332,13,11,"RestOfYear","RestOfYear","MDay","1"
"1715",1,2010,74,322,11,3,"RestOfYear","RestOfYear","MDay","1"
"37930",1,2014,332,265,1,11,"RestOfYear","RestOfYear","MNight","4"
"24566",0,2013,134,38,4,5,"MayJun","MayJun1","AM1","1"
"6452",0,2010,272,152,21,9,"RestOfYear","RestOfYear","PM2","3"
"9619",0,2011,40,120,20,2,"RestOfYear","RestOfYear","PM2","2"
"43318",0,2015,197,59,15,7,"RestOfYear","RestOfYear","PM1","2"
"5739",0,2010,243,9,4,8,"RestOfYear","RestOfYear","AM1","1"
"46644",0,2015,337,346,5,12,"RestOfYear","RestOfYear","AM1","1"
"35959",0,2014,249,334,22,9,"RestOfYear","RestOfYear","PM2","1"
"22627",0,2012,292,294,12,10,"RestOfYear","RestOfYear","MDay","4"
"19656",1,2012,167,222,17,6,"MayJun","MayJun3","PM1","3"
"9727",0,2011,45,345,8,2,"RestOfYear","RestOfYear","AM2","1"
"20496",0,2012,203,86,17,7,"RestOfYear","RestOfYear","PM1","2"
"4312",0,2010,183,19,17,7,"RestOfYear","RestOfYear","PM1","1"
"44627",0,2015,252,191,4,9,"RestOfYear","RestOfYear","AM1","3"
"29049",0,2013,322,293,23,11,"RestOfYear","RestOfYear","MNight","4"
"33203",0,2014,134,64,2,5,"MayJun","MayJun1","MNight","2"
"33198",0,2014,133,280,21,5,"MayJun","MayJun1","PM2","4"
"26587",1,2013,220,229,9,8,"RestOfYear","RestOfYear","AM2","4"
"38398",0,2014,355,64,14,12,"RestOfYear","RestOfYear","MDay","2"
"17573",0,2012,17,244,2,1,"RestOfYear","RestOfYear","MNight","4"
"40152",0,2015,63,117,16,3,"RestOfYear","RestOfYear","PM1","2"
"1142",0,2010,49,327,14,2,"RestOfYear","RestOfYear","MDay","1"
"12278",0,2011,152,115,16,6,"MayJun","MayJun2","PM1","2"
"42791",0,2015,174,327,16,6,"MayJun","MayJun3","PM1","1"
"21970",0,2012,265,339,3,9,"RestOfYear","RestOfYear","AM1","1"
"9074",0,2011,18,124,3,1,"RestOfYear","RestOfYear","AM1","2"
"1799",0,2010,77,265,23,3,"RestOfYear","RestOfYear","MNight","4"
"32709",1,2014,113,158,12,4,"RestOfYear","RestOfYear","MDay","3"
"41727",1,2015,130,107,8,5,"MayJun","MayJun1","AM2","2"
"24565",0,2013,134,9,3,5,"MayJun","MayJun1","AM1","1"
"30772",0,2014,30,177,18,2,"RestOfYear","RestOfYear","PM1","3"
"29987",1,2013,363,125,1,12,"RestOfYear","RestOfYear","MNight","2"
"3021",0,2010,128,38,22,5,"MayJun","MayJun1","PM2","1"
"45905",0,2015,306,164,10,11,"RestOfYear","RestOfYear","AM2","3"
"23842",1,2013,103,283,24,4,"RestOfYear","RestOfYear","MNight","4"
"11706",1,2011,128,126,20,5,"MayJun","MayJun1","PM2","2"
"8758",0,2011,4,309,23,1,"RestOfYear","RestOfYear","MNight","4"
"6841",1,2010,290,186,2,10,"RestOfYear","RestOfYear","MNight","3"
"27869",0,2013,273,283,19,9,"RestOfYear","RestOfYear","PM2","4"
"4103",0,2010,174,45,24,6,"MayJun","MayJun3","MNight","1"
"7479",0,2010,316,330,16,11,"RestOfYear","RestOfYear","PM1","1"
"12709",1,2011,170,355,15,6,"MayJun","MayJun3","PM1","1"
"31993",0,2014,81,327,15,3,"RestOfYear","RestOfYear","PM1","1"
"33303",1,2014,138,99,6,5,"MayJun","MayJun1","AM1","2"
"38022",1,2014,339,300,22,12,"RestOfYear","RestOfYear","PM2","4"
"27950",0,2013,277,129,4,10,"RestOfYear","RestOfYear","AM1","2"
"24320",1,2013,123,78,22,5,"MayJun","MayJun1","PM2","2"
"33018",0,2014,126,122,9,5,"MayJun","MayJun1","AM2","2"
"15460",0,2011,286,153,6,10,"RestOfYear","RestOfYear","AM1","3"
"21183",1,2012,232,196,8,8,"RestOfYear","RestOfYear","AM2","3"
"27784",0,2013,270,18,6,9,"RestOfYear","RestOfYear","AM1","1"
"14589",0,2011,249,108,23,9,"RestOfYear","RestOfYear","MNight","2"
"47329",0,2015,365,48,18,12,"RestOfYear","RestOfYear","PM1","2"
"5133",0,2010,217,58,22,8,"RestOfYear","RestOfYear","PM2","2"
"32567",0,2014,107,6,14,4,"RestOfYear","RestOfYear","MDay","1"
"20438",1,2012,201,195,7,7,"RestOfYear","RestOfYear","AM2","3"
"614",0,2010,27,128,14,1,"RestOfYear","RestOfYear","MDay","2"
"5246",0,2010,222,67,15,8,"RestOfYear","RestOfYear","PM1","2"
"14824",0,2011,259,96,18,9,"RestOfYear","RestOfYear","PM1","2"
"42956",1,2015,181,55,13,6,"RestOfYear","RestOfYear","MDay","2"
"21857",0,2012,260,286,10,9,"RestOfYear","RestOfYear","AM2","4"
"6056",0,2010,256,160,9,9,"RestOfYear","RestOfYear","AM2","3"
"21309",0,2012,237,266,14,8,"RestOfYear","RestOfYear","MDay","4"
"4496",1,2010,191,300,9,7,"RestOfYear","RestOfYear","AM2","4"
"43115",1,2015,189,324,4,7,"RestOfYear","RestOfYear","AM1","1"
"9917",0,2011,54,67,6,2,"RestOfYear","RestOfYear","AM1","2"
"26466",0,2013,214,334,8,8,"RestOfYear","RestOfYear","AM2","1"
"28048",0,2013,281,112,6,10,"RestOfYear","RestOfYear","AM1","2"
"47144",0,2015,358,58,1,12,"RestOfYear","RestOfYear","MNight","2"
"34736",0,2014,198,190,23,7,"RestOfYear","RestOfYear","MNight","3"
"14581",0,2011,249,226,15,9,"RestOfYear","RestOfYear","PM1","4"
"13979",0,2011,224,35,13,8,"RestOfYear","RestOfYear","MDay","1"
"545",0,2010,24,306,17,1,"RestOfYear","RestOfYear","PM1","4"
"42332",0,2015,155,341,13,6,"MayJun","MayJun2","MDay","1"
"11896",0,2011,136,194,18,5,"MayJun","MayJun1","PM1","3"
"38330",1,2014,352,245,18,12,"RestOfYear","RestOfYear","PM1","4"
"24056",0,2013,112,354,22,4,"RestOfYear","RestOfYear","PM2","1"
"14650",1,2011,252,36,12,9,"RestOfYear","RestOfYear","MDay","1"
"14284",0,2011,237,275,6,8,"RestOfYear","RestOfYear","AM1","4"
"39780",0,2015,48,152,4,2,"RestOfYear","RestOfYear","AM1","3"
"8512",0,2010,359,51,17,12,"RestOfYear","RestOfYear","PM1","2"
"43696",0,2015,213,240,9,8,"RestOfYear","RestOfYear","AM2","4"
"4897",0,2010,208,26,2,7,"RestOfYear","RestOfYear","MNight","1"
"5225",1,2010,221,176,18,8,"RestOfYear","RestOfYear","PM1","3"
"37367",0,2014,308,104,14,11,"RestOfYear","RestOfYear","MDay","2"
"33694",0,2014,154,271,13,6,"MayJun","MayJun2","MDay","4"
"37097",1,2014,297,223,8,10,"RestOfYear","RestOfYear","AM2","3"
"6294",0,2010,266,199,7,9,"RestOfYear","RestOfYear","AM2","3"
"32189",1,2014,89,237,20,3,"RestOfYear","RestOfYear","PM2","4"
"29206",0,2013,330,174,12,11,"RestOfYear","RestOfYear","MDay","3"
"43893",0,2015,221,181,14,8,"RestOfYear","RestOfYear","MDay","3"
"13531",0,2011,205,57,21,7,"RestOfYear","RestOfYear","PM2","2"
"31810",0,2014,73,10,24,3,"RestOfYear","RestOfYear","MNight","1"
"13283",1,2011,195,31,13,7,"RestOfYear","RestOfYear","MDay","1"
"27310",0,2013,250,312,12,9,"RestOfYear","RestOfYear","MDay","4"
"30735",1,2014,29,184,5,1,"RestOfYear","RestOfYear","AM1","3"
"10699",1,2011,86,57,21,3,"RestOfYear","RestOfYear","PM2","2"
"44252",0,2015,236,177,13,8,"RestOfYear","RestOfYear","MDay","3"
"43956",1,2015,224,183,5,8,"RestOfYear","RestOfYear","AM1","3"
"8245",0,2010,348,216,14,12,"RestOfYear","RestOfYear","MDay","3"
"9701",0,2011,44,323,6,2,"RestOfYear","RestOfYear","AM1","1"
"29135",0,2013,327,276,13,11,"RestOfYear","RestOfYear","MDay","4"
"26911",0,2013,233,237,21,8,"RestOfYear","RestOfYear","PM2","4"
"28467",1,2013,298,25,17,10,"RestOfYear","RestOfYear","PM1","1"
"12598",1,2011,165,15,24,6,"MayJun","MayJun3","MNight","1"
"40866",0,2015,93,323,11,4,"RestOfYear","RestOfYear","MDay","1"
"35104",1,2014,214,91,7,8,"RestOfYear","RestOfYear","AM2","2"
"46936",0,2015,349,180,9,12,"RestOfYear","RestOfYear","AM2","3"
"15048",0,2011,269,93,2,9,"RestOfYear","RestOfYear","MNight","2"
"37150",0,2014,299,336,13,10,"RestOfYear","RestOfYear","MDay","1"
"30742",0,2014,29,33,12,1,"RestOfYear","RestOfYear","MDay","1"
"34914",0,2014,206,279,9,7,"RestOfYear","RestOfYear","AM2","4"
"21831",0,2012,259,247,8,9,"RestOfYear","RestOfYear","AM2","4"
"14317",0,2011,238,138,15,8,"RestOfYear","RestOfYear","PM1","3"
"28042",0,2013,280,297,24,10,"RestOfYear","RestOfYear","MNight","4"
